,y,x1,g
0,1.0,0.23721495786565305,1
1,1.0,-0.9649103320429911,1
2,1.0,-2.2470232810384463,1
3,1.0,-0.33076965116880874,1
4,0.0,1.188034619318739,1
5,1.0,-0.4114252766950792,1
6,1.0,-0.7471235775582956,1
7,1.0,0.32102794855604044,1
8,1.0,0.24685591299242865,1
9,1.0,-1.0954221675376397,1
10,1.0,0.47991627292991046,1
11,1.0,-1.5380123418889797,1
12,1.0,-1.7489443562189662,1
13,0.0,1.0739507116966704,1
14,1.0,-2.5561369153681164,1
15,0.0,1.4723545582395163,1
16,1.0,0.20743574755635688,1
17,0.0,1.5163202186743974,1
18,1.0,0.2828430661559392,1
19,0.0,1.428939034340889,1
20,0.0,1.6521535927227102,1
21,1.0,0.2022959456091789,1
22,1.0,0.3919512975821259,1
23,1.0,-0.865225620578375,1
24,1.0,-0.5622440475264497,1
25,0.0,0.6921425723346952,1
26,0.0,1.1552003978489866,1
27,1.0,-1.3731538599120443,1
28,1.0,0.7522403089094544,1
29,1.0,-0.5745342078955961,1
30,0.0,0.5759239418768478,1
31,1.0,-1.1942432725365026,1
32,1.0,-0.9136515709080566,1
33,1.0,0.12617915720538753,1
34,1.0,-0.008795942866516715,1
35,1.0,0.4697718956612163,1
36,1.0,0.6374816302705402,1
37,1.0,-1.0237016735265811,1
38,1.0,-0.47708654434969466,1
39,1.0,-1.7461056034431566,1
40,1.0,-1.3210202794665067,1
41,1.0,-1.4816888043218632,1
42,1.0,-0.13821387852529554,1
43,1.0,-0.2403917807798231,1
44,1.0,0.5033696309653664,1
45,1.0,0.2174421264534993,1
46,1.0,-1.1768398445579995,1
47,0.0,0.5917161821398317,1
48,1.0,-1.6407526096819238,1
49,1.0,0.01779709094588883,1
50,0.0,1.6031496669518093,1
51,0.0,0.8758374119677527,1
52,1.0,0.5600323888949102,1
53,1.0,0.0766866002979475,1
54,1.0,-0.7253408921067749,1
55,1.0,0.15640232993398615,1
56,1.0,-0.907088198616736,1
57,1.0,0.728886382797659,1
58,1.0,-0.45010314975917537,1
59,1.0,-1.0370083155138206,1
60,1.0,0.9744693680900587,1
61,1.0,-2.1599777250168293,1
62,1.0,0.5646015095669507,1
63,1.0,-0.762713641817981,1
64,1.0,-0.08943150656299581,1
65,1.0,0.24370612968719865,1
66,1.0,0.13344802659423996,1
67,1.0,-0.7606602939667368,1
68,1.0,-0.3675331887001052,1
69,0.0,1.7255697257874956,1
70,1.0,-0.4360330534837785,1
71,0.0,1.5478214463308113,1
72,1.0,0.24861467614084307,1
73,0.0,1.6004774201666232,1
74,1.0,-2.415873034860646,1
75,1.0,0.4251708585214454,1
76,1.0,0.20933648548126077,1
77,1.0,-1.1409634115788236,1
78,1.0,0.4346128705025927,1
79,1.0,-2.251155625905754,2
80,1.0,0.0973042000847664,2
81,1.0,-1.1050898445284105,2
82,1.0,0.003811504987437039,2
83,1.0,0.13567103332909478,2
84,1.0,-1.5644360389274659,2
85,1.0,-0.6190259166048302,2
86,1.0,0.24284342255348895,2
87,1.0,-0.3956081906991366,2
88,1.0,0.2050678059249008,2
89,1.0,-1.3504263843731275,2
90,1.0,0.616450346371055,2
91,1.0,-1.0931062190859056,2
92,1.0,0.06841262460914149,2
93,0.0,2.0826206244752616,2
94,0.0,0.8463165066289347,2
95,1.0,-1.197342574290643,2
96,0.0,1.77006537844297,2
97,1.0,0.18039373673848613,2
98,1.0,-0.7497875324511726,2
99,1.0,-0.9898758670884442,2
100,1.0,-0.3336288066960251,2
101,1.0,0.40412757705785,2
102,1.0,-0.49481917494479094,2
103,1.0,-0.2263774029416584,2
104,0.0,1.1244533672232448,2
105,0.0,1.9497861533904992,2
106,1.0,-0.043806686750462405,2
107,1.0,0.21166493566462094,2
108,1.0,-1.0263162904674765,2
109,1.0,-0.8644795801779585,2
110,1.0,0.6759812821968044,2
111,1.0,0.24333918059584003,2
112,0.0,1.4885722537698507,2
113,1.0,-1.1695019655330812,2
114,0.0,1.1927488633108378,2
115,0.0,1.594649283957804,2
116,1.0,-0.5961890077781178,2
117,1.0,-0.5598165077534678,2
118,1.0,-0.46513293547754714,2
119,1.0,0.06381561159017364,2
120,1.0,0.27635110651147055,2
121,1.0,0.9965426600999617,2
122,1.0,0.210627939727199,2
123,1.0,-0.3539608179282153,2
124,1.0,-0.2512168775144613,2
125,1.0,-0.5952516365988175,2
126,1.0,0.40800725656180875,2
127,1.0,-1.4227678443117977,2
128,1.0,-1.0058083832502531,2
129,1.0,-0.23467242946230032,2
130,1.0,-0.32022225080190725,2
131,1.0,-1.4386850338642885,2
132,0.0,0.9004720378655964,2
133,0.0,1.9659495847655695,2
134,1.0,-0.5761083932457925,2
135,1.0,-0.40061296847704525,2
136,1.0,1.118074385706632,2
137,1.0,0.11718249796044386,2
138,1.0,0.30111179511355685,2
139,1.0,-0.6577859456849201,2
140,1.0,0.3398941799321959,2
141,1.0,-0.3704771620772373,2
142,0.0,1.4043460833746557,2
143,1.0,-0.2318831536651606,2
144,1.0,0.542640306740619,2
145,1.0,-1.1640478330716486,2
146,1.0,-1.4036394982380898,2
147,1.0,0.7025229223663056,2
148,1.0,-0.2730924877452543,2
149,1.0,-0.8778206178086567,2
150,1.0,-0.7542345592554537,2
151,1.0,-2.269007350832407,2
152,1.0,0.060496210161709224,2
153,0.0,2.0166743362021586,3
154,0.0,2.0486763437207887,3
155,1.0,0.24321321470772528,3
156,0.0,0.7634106944274706,3
157,0.0,1.9632944695256391,3
158,1.0,-0.5157491876308189,3
159,1.0,-0.9214458300064391,3
160,1.0,-1.1330728960774705,3
161,1.0,-0.3055917594078815,3
162,1.0,-1.5120171350940845,3
163,1.0,-1.5436250931474211,3
164,0.0,1.852146916407348,3
165,1.0,-0.11012217882294459,3
166,0.0,2.297758991473311,3
167,1.0,-2.044650445687947,3
168,0.0,0.3336920752972383,3
169,1.0,-0.34953350493039603,3
170,1.0,0.10115223546527811,3
171,1.0,-0.8441572333603354,3
172,0.0,1.058131003381008,3
173,1.0,-1.635348819002469,3
174,1.0,-1.1539032482664058,3
175,1.0,-0.039958222013779736,3
176,1.0,-0.2147171507244623,3
177,1.0,-0.4544693414699675,3
178,0.0,1.340633263662109,3
179,0.0,0.4385407983459459,3
180,0.0,0.22334788095401295,3
181,0.0,2.0258747308850773,3
182,1.0,0.6502421528649295,3
183,1.0,0.13488317481683668,3
184,0.0,0.833233909019793,3
185,1.0,-0.0072533036397134446,3
186,0.0,0.2534170205077788,3
187,1.0,0.125031522443257,3
188,1.0,-0.2639746710206642,3
189,0.0,0.7084249843817836,3
190,0.0,1.1483262604589002,3
191,1.0,0.17276808264636123,3
192,0.0,0.7959846690321865,3
193,0.0,1.2241070900587658,3
194,1.0,-1.8166928239943856,3
195,1.0,-1.1827351680223,3
196,1.0,-0.5435644062460973,3
197,1.0,-0.4296829777410342,3
198,0.0,1.0239115594664994,3
199,1.0,0.2444283418071696,3
200,0.0,0.6717391035077569,3
201,1.0,-0.823044981133217,3
202,0.0,0.18243039766171204,3
203,0.0,0.6769229353307212,3
204,0.0,1.7622340722490626,3
205,1.0,-1.1420896488379186,3
206,1.0,-1.2896233566045652,3
207,1.0,-0.5878199227863522,3
208,1.0,0.36575872770962214,3
209,1.0,-1.2205435892469567,3
210,0.0,0.5580205958902255,3
211,0.0,1.2739202296427274,3
212,0.0,2.487729959679314,3
213,1.0,-0.29602980213787833,3
214,1.0,-0.5324245282577557,3
215,1.0,-1.7211847971931864,3
216,1.0,-0.10604012235594601,3
217,0.0,0.20038617533572448,3
218,0.0,1.3414957631747084,3
219,1.0,-0.7973538555438671,3
220,0.0,1.2219882791504082,3
221,1.0,-0.9882539895254573,3
222,1.0,-0.23588950722198773,3
223,0.0,0.6705069408274709,3
224,1.0,-3.2746446070276782,4
225,1.0,-0.045230417476710985,4
226,0.0,0.4208522195942396,4
227,1.0,-0.6177653330152121,4
228,0.0,0.7324908906137845,4
229,1.0,0.10394193629404629,4
230,1.0,-0.34082192625339147,4
231,0.0,1.1811201340155149,4
232,1.0,-0.37508903261658105,4
233,0.0,1.5883906957480625,4
234,1.0,-0.6864741286059416,4
235,1.0,-0.4573970756854487,4
236,1.0,-0.2877509345909456,4
237,1.0,-0.22177564061836352,4
238,1.0,-0.10145092232236472,4
239,1.0,-0.1518013876595703,4
240,1.0,-0.4863339129153007,4
241,1.0,-0.22854866578801805,4
242,0.0,2.6738619999111592,4
243,0.0,0.030924949324791492,4
244,0.0,0.4536158160591491,4
245,0.0,1.3482497612794646,4
246,1.0,-0.4531366772068524,4
247,0.0,0.7431042835187467,4
248,0.0,0.7196193619842941,4
249,1.0,-0.12052652159268128,4
250,1.0,-0.32611534589373964,4
251,1.0,0.7102248030003051,4
252,0.0,1.2085584495957182,4
253,0.0,1.3482195096857674,4
254,1.0,-0.4666962429906513,4
255,0.0,1.7771639405510402,4
256,1.0,-0.7251999857778361,4
257,0.0,0.7725724182877195,4
